268,745,518
740,671,415
286,16,789
465,1,55
119,247,750
677,728,97
639,174,91
752,493,933
898,636,3
924,455,137
140,256,449
790,341,810
24,476,746
609,750,19
495,511,457
165,768,115
647,401,184
491,554,279
443,388,330
633,298,257
530,761,389
948,447,408
96,877,531
711,504,551
865,629,888
878,575,83
421,52,455
551,139,672
178,65,862
576,931,669
402,791,216
171,572,200
30,950,624
59,740,273
541,554,130
808,538,272
824,595,384
614,811,766
543,396,448
60,945,518
199,728,650
300,536,878
113,321,667
629,435,165
94,810,243
285,67,615
125,76,329
172,955,926
164,76,790
669,925,838
34,94,227
650,364,515
575,65,736
13,256,954
956,249,476
441,910,349
679,457,910
731,692,778
846,315,907
519,92,353
361,789,893
301,980,61
837,210,720
256,357,778
853,203,386
315,90,904
330,649,371
50,939,126
370,921,381
765,210,532
663,720,835
53,365,609
707,538,602
150,327,386
402,386,917
309,465,204
704,533,259
301,430,997
186,468,283
51,674,385
52,366,860
398,823,955
272,744,295
30,902,154
598,579,319
246,698,191
574,973,314
936,577,369
886,113,63
222,771,484
483,662,673
617,983,508
189,65,59
205,439,429
638,533,805
630,268,54
608,211,977
973,401,221
24,359,817
640,363,503
418,832,600
163,864,392
524,407,152
137,84,117
935,219,20
393,980,683
688,68,543
515,297,497
509,601,205
236,964,691
324,945,461
644,937,357
913,665,170
219,273,784
738,563,342
187,449,521
104,515,74
16,943,892
812,706,872
977,362,404
666,274,350
158,339,387
854,9,264
667,898,767
679,755,299
289,442,591
454,849,687
984,584,626
435,555,475
740,309,36
463,276,893
478,349,935
127,895,287
762,179,662
867,691,423
969,900,610
417,551,53
42,781,786
73,166,764
866,544,141
833,264,222
978,939,572
790,495,240
361,736,409
887,795,55
74,328,131
43,20,445
879,260,31
699,822,769
878,287,725
465,641,637
607,967,615
571,493,804
296,356,395
284,395,965
536,957,659
892,390,467
276,970,335
823,489,581
20,950,59
971,42,668
145,580,949
124,39,351
15,933,587
455,855,270
280,51,71
39,890,902
663,239,964
114,347,791
791,114,575
798,339,469
220,978,628
309,240,930
833,781,929
853,200,679
314,43,24
751,455,954
150,280,395
940,982,692
780,110,828
470,334,13
245,955,631
193,974,75
913,359,103
659,992,55
171,860,347
191,999,655
947,59,120
849,93,409
172,74,976
692,266,808
525,586,187
73,174,47
341,870,572
525,273,612
676,747,472
882,401,647
63,425,848
737,306,796
210,866,988
436,395,497
324,92,186
721,691,182
769,497,744
390,868,146
417,236,411
257,228,990
733,563,632
298,526,733
985,419,652
403,524,796
557,188,413
375,476,163
489,441,430
640,275,663
169,285,176
131,438,683
111,88,163
990,529,122
104,262,941
734,560,537
900,833,828
515,407,571
192,814,424
132,991,448
492,925,732
485,200,266
464,141,866
577,826,22
807,687,551
103,712,870
652,766,240
922,627,154
112,586,118
489,366,383
935,104,272
28,591,921
180,117,370
412,895,457
469,592,305
983,217,383
429,924,614
671,226,684
531,974,162
744,478,69
510,477,669
800,196,131
916,157,276
9,765,6
599,975,766
835,435,31
48,570,381
988,824,762
145,503,937
122,100,640
94,999,365
47,811,478
658,659,386
234,339,153
664,352,891
820,668,121
890,500,254
899,38,490
922,496,237
73,379,276
753,710,17
28,806,714
313,210,661
20,296,273
279,710,201
794,818,975
839,111,696
26,56,322
250,396,158
535,63,961
909,468,405
928,958,810
437,612,619
11,959,921
980,95,390
738,857,781
856,696,459
24,747,8
61,483,360
534,975,635
863,865,678
173,648,822
768,109,503
578,961,212
256,378,919
736,373,663
52,671,88
820,8,775
477,535,284
874,375,210
219,277,162
354,489,810
698,522,356
763,655,606
566,853,339
377,77,629
645,408,820
39,918,20
911,341,470
401,78,525
637,979,358
293,483,736
486,416,155
954,561,341
769,849,340
317,221,869
901,400,431
983,419,850
905,634,98
440,815,194
701,653,426
193,102,449
2,595,329
943,32,940
222,794,960
527,880,530
692,803,350
605,565,29
505,269,219
757,559,530
5,983,697
241,213,28
190,266,976
325,595,18
371,429,465
467,69,868
924,284,533
794,255,719
781,470,78
375,280,973
640,439,770
74,257,576
933,791,860
903,380,914
902,242,402
540,781,744
774,785,259
288,940,172
781,236,473
864,845,770
778,434,913
882,73,50
68,518,909
935,296,128
312,425,852
459,150,753
239,966,141
596,955,302
550,635,238
229,336,989
984,596,574
38,869,494
472,555,16
877,315,143
986,466,732
356,921,93
801,799,585
901,997,800
371,253,127
680,289,861
463,969,186
876,521,754
322,22,31
240,542,876
957,196,733
61,900,995
299,534,299
130,184,154
532,197,370
781,22,24
314,908,529
137,440,282
740,608,1000
927,561,453
574,486,291
585,22,569
988,764,672
397,948,152
229,960,24
367,948,483
815,177,76
364,567,803
550,353,549
939,305,162
662,512,449
978,821,827
783,507,110
618,386,502
729,48,384
432,822,282
938,5,207
201,221,897
300,814,181
908,766,67
401,118,894
711,0,551
236,566,890
592,1000,822
68,843,389
546,850,110
79,253,682
288,26,221
195,794,495
582,931,282
761,733,881
64,883,555
527,934,622
698,732,717
804,219,821
272,848,610
244,26,708
279,199,553
792,730,106
369,296,999
186,734,810
899,63,577
709,344,221
910,75,166
889,84,397
577,838,252
940,976,236
210,224,991
840,940,706
266,432,987
992,862,896
356,132,758
862,900,116
149,43,539
245,298,87
484,32,28
510,317,728
688,80,552
719,602,767
568,68,751
971,113,68
505,652,698
470,404,233
346,514,524
988,881,288
882,151,426
106,623,747
174,292,495
852,875,853
17,453,249
575,763,487
382,895,427
830,57,714
168,438,537
651,493,702
94,693,502
417,972,116
486,705,640
14,678,836
992,875,852
115,1,447
200,48,421
477,708,942
113,570,374
143,472,532
942,128,689
694,67,411
314,486,909
432,645,218
760,639,326
238,966,488
167,755,173
93,420,83
83,565,758
902,485,981
864,516,523
360,446,981
508,970,671
721,958,362
142,350,723
783,344,166
109,127,816
930,929,710
852,398,316
173,594,908
4,822,913
923,81,410
967,43,616
970,592,675
674,239,222
986,613,563
187,404,850
104,97,515
600,251,687
693,698,634
749,847,654
627,490,48
197,638,278
86,587,196
496,923,412
463,683,167
740,176,51
614,256,978
180,400,234
401,206,927
326,967,592
718,461,846
971,489,238
611,354,260
768,45,360
531,431,596
633,40,509
402,196,470
852,890,403
400,52,550
185,784,909
584,79,197
342,778,455
862,735,756
904,287,251
563,880,923
118,293,124
598,467,786
926,507,41
964,616,134
798,404,202
284,714,833
483,507,343
726,682,246
373,485,811
39,752,235
636,826,103
851,498,945
194,88,175
958,783,541
631,965,519
720,159,846
881,586,539
989,143,424
976,409,762
59,714,469
11,259,97
269,645,815
815,864,214
278,435,483
354,272,263
526,468,826
486,47,772
326,415,549
950,923,981
411,258,420
415,488,216
318,942,981
927,727,348
386,83,613
718,826,817
847,503,801
988,87,591
645,761,762
920,496,534
579,645,281
335,727,65
285,431,629
326,114,443
823,731,717
263,642,318
173,991,921
239,818,837
222,60,216
825,997,420
534,510,840
686,768,946
924,106,246
28,537,71
27,509,41
511,28,349
342,812,66
753,971,606
792,231,295
513,477,64
855,73,422
656,446,345
557,468,920
735,236,510
600,914,157
112,813,655
404,143,558
151,7,200
435,825,225
375,746,311
822,22,981
608,386,156
662,11,466
557,10,234
831,12,647
951,558,156
230,633,914
770,611,273
687,840,389
103,313,981
264,251,352
927,544,364
162,803,250
583,511,399
967,506,906
258,158,181
138,264,42
443,246,881
638,966,540
303,617,800
870,932,400
864,113,972
760,393,704
487,494,928
752,268,271
805,827,64
363,474,134
391,500,491
269,751,169
641,935,274
23,438,883
454,901,199
545,830,769
675,940,590
284,824,55
670,551,911
229,281,295
346,297,637
209,49,304
304,21,270
936,801,75
430,241,256
988,888,4
85,230,887
477,271,714
221,732,184
301,34,365
593,901,529
350,423,34
645,975,708
930,464,869
504,315,981
43,531,116
79,487,255
654,202,461
238,815,557
335,305,926
123,505,812
909,489,205
799,694,791
219,358,625
858,103,743
470,324,485
274,676,742
100,144,751
523,519,641
142,563,998
428,725,751
165,861,694
931,416,933
501,60,903
40,787,442
806,415,801
409,178,932
224,119,793
427,857,227
571,897,676
704,500,92
35,278,877
737,903,143
659,903,445
251,134,85
749,988,307
102,44,516
880,136,776
533,789,159
601,295,990
437,108,776
394,287,221
921,433,940
380,74,776
780,561,82
595,70,437
923,684,547
57,552,675
291,754,383
25,819,928
